firm_id,name,family_office_confirmed,classification,classification_evidence,evidence_class,evidence_class_detail,description,description_source,description_confidence,description_evidence_span,investment_thesis,investment_thesis_source,investment_thesis_confidence,sectors,sectors_source,aum,aum_source,aum_confidence,hq_city,hq_state,hq_country,domain,website,firm_email,firm_email_checked_at,firm_email_evidence_span,firm_phone,firm_phone_checked_at,firm_phone_evidence_span,discovery_source,discovery_url,discovery_method,contact_actionability,principal_1_name,principal_1_title,principal_1_email,principal_1_phone,principal_1_linkedin,principal_2_name,principal_2_title,principal_2_email,principal_2_phone,principal_2_linkedin,signal_1,signal_1_source,signal_2,signal_2_source,blind_spots
oneascent-family-office-llc,"OneAscent Family Office, LLC",Yes,Multi-Family Office,"Form ADV Part 1A Item 5.D reports 35 High Net Worth Individual client(s), 43 non-HNW individual client(s), and zero clients in every institutional category (banks, investment companies, BDCs, pension plans, charities, government entities, other advisers, insurers, sovereign wealth funds, corporations) — a client base structurally consistent with a family office, stated directly in the filing itself, independent of the firm's name. 35 HNW clients, within this project's family-office-plausible range -> Multi-Family Office.",C,"Regulatory client-structure corroboration: firm's legal name asserts family-office status; Form ADV Part 1A Item 5.D reports a client base of HNW individuals only, no institutional client categories, within this project's stated client-count ceiling — structurally consistent with that assertion but not independent confirmation of it. Weakest evidence class in this dataset.",,,Could not verify,,,,Could not verify,,,"$544,486,722 (Regulatory AUM per Form ADV Item 5.F, reporting date 04/28/2026; 292 total accounts)",https://adviserinfo.sec.gov/firm/summary/323305,High,BIRMINGHAM,AL,,,,,,,6463953900,2026-07-26,"<?xml version=""1.0"" encoding=""UTF-8""?>
<edgarSubmission xmlns:ns1=""http://www.sec.gov/edgar/common"" xmlns=""http://www.sec.gov/edgar/thirteenffiler"">
  <schemaVersion>X0202</schemaVersion>
  <headerData>
    <submissionType>13F-HR</submissionType>
    <filerInfo>
      <liveTestFlag>LIVE</liveTestFlag>
      <flags>
        <confirmingCopyFlag>false</confirmingCopyFlag>
        <returnCopyFlag>false</returnCopyFlag>
        <overrideInternetFlag>false</overrideInternetFlag>
      </flags>
      <filer>
        <credentials>
          <cik>0002055812</cik>
          <ccc>XXXXXXXX</ccc>
        </credentials>
      </filer>
      <periodOfReport>03-31-2026</periodOfReport>
    </filerInfo>
  </headerData>
  <formData>
    <coverPage>
      <reportCalendarOrQuarter>03-31-2026</reportCalendarOrQuarter>
      <isAmendment>false</isAmendment>
      <filingManager>
        <name>OneAscent Family Office, LLC</name>
        <address>
          <ns1:street1>23 INVERNESS CENTER PARKWAY</ns1:street1>
          <ns1:city>BIRMINGHAM</ns1:city>
          <ns1:stateOrCountry>AL</ns1:stateOrCountry>
          <ns1:zipCode>35242</ns1:zipCode>
        </address>
      </filingManager>
      <reportType>13F HOLDINGS REPORT</reportType>
      <form13FFileNumber>028-24966</form13FFileNumber>
      <provideInfoForInstruction5>N</provideInfoForInstruction5>
    </coverPage>
    <signatureBlock>
      <name>Ashleigh Swayze</name>
      <title>Counsel</title>
      <phone>6463953900</phone>
      <signature>/s/Ashleigh Swayze</signature>
      <city>PRINCETON</city>
      <stateOrCountry>NJ</stateOrCountry>
      <signatureDate>04-21-2026</signatureDate>
    </signatureBlock>
    <summaryPage>
      <otherIncludedManagersCount>0</otherIncludedManagersCount>
      <tableEntryTotal>182</tableEntryTotal>
      <tableValueTotal>143159977</tableValueTotal>
      <isConfidentialOmitted>false</isConfidentialOmitted>
    </summaryPage>
  </formData>
</edgarSubmission>
",SEC EDGAR 13F Filer List,https://www.sec.gov/Archives/edgar/data/2055812/000205581226000002/primary_doc.xml,"13F-HR cover page (CIK 2055812) cross-referenced by name against the ADV roster (CRD 323305, widened matching); classified via that ADV record's Part 1A Item 5.D client-type data, not from either filing's name.",Named principal + direct contact for that principal,Ashleigh Swayze,Counsel,,6463953900,,,,,,,Form 13F-HR filed for period ending 2026-03-31,https://www.sec.gov/Archives/edgar/data/2055812/000205581226000002/primary_doc.xml,,,Discovered via 13F-HR filing; classified via cross-referenced ADV Item 5.D data. Contact info from the 13F cover page. AUM populated separately from the same ADV record's Item 5.F if present. Description/thesis/sectors not enriched this round.
bt-family-office-llc,"BT FAMILY OFFICE, LLC",Yes,Multi-Family Office,"Form ADV Part 1A Item 5.D reports 10 High Net Worth Individual client(s), and zero clients in every institutional category (banks, investment companies, BDCs, pension plans, charities, government entities, other advisers, insurers, sovereign wealth funds, corporations) — a client base structurally consistent with a family office, stated directly in the filing itself, independent of the firm's name. 10 HNW clients, within this project's family-office-plausible range -> Multi-Family Office.",C,"Regulatory client-structure corroboration: firm's legal name asserts family-office status; Form ADV Part 1A Item 5.D reports a client base of HNW individuals only, no institutional client categories, within this project's stated client-count ceiling — structurally consistent with that assertion but not independent confirmation of it. Weakest evidence class in this dataset.",,,Could not verify,,,,Could not verify,,,"$3,996,508,425 (Regulatory AUM per Form ADV Item 5.F, reporting date 03/19/2026; 10 total accounts)",https://adviserinfo.sec.gov/firm/summary/305713,High,ATLANTA,GA,United States,www.linkedin.com,https://www.linkedin.com/company/bt-family-office-llc/,,,,404-341-5800,2026-07-26,404-341-5800,SEC Form ADV Bulk Data,https://adviserinfo.sec.gov/firm/summary/305713,"SEC Form ADV Part 1A Item 5.D client-type classification, CRD 305713",Firm-level contact only,,,,,,,,,,,,,,,"Classified from Form ADV Part 1A Item 5.D client-type/count data only (no website resolution, no LLM) — see dataset/adv_item5d.py for the confirmed column semantics and stated inclusion rule/thresholds. No Schedule A principal parse run for this batch; principal name/title left blank rather than guessed. AUM populated separately from the same record's Item 5.F if present."
double-eagle-family-offices-llc,"DOUBLE EAGLE FAMILY OFFICES, LLC",Yes,Single-Family Office,"Form ADV Part 1A Item 5.D reports 2 High Net Worth Individual client(s), 9 pooled investment vehicle client(s), and zero clients in every institutional category (banks, investment companies, BDCs, pension plans, charities, government entities, other advisers, insurers, sovereign wealth funds, corporations) — a client base structurally consistent with a family office, stated directly in the filing itself, independent of the firm's name. 2 HNW client(s) is at or below the form's own 'fewer than 5 clients' threshold -> Single-Family Office.",C,"Regulatory client-structure corroboration: firm's legal name asserts family-office status; Form ADV Part 1A Item 5.D reports a client base of HNW individuals only, no institutional client categories, within this project's stated client-count ceiling — structurally consistent with that assertion but not independent confirmation of it. Weakest evidence class in this dataset.",,,Could not verify,,,,Could not verify,,,"$1,398,671,728 (Regulatory AUM per Form ADV Item 5.F, reporting date 06/22/2026; 114 total accounts)",https://adviserinfo.sec.gov/firm/summary/315523,High,FORT WORTH,TX,United States,,,,,,817-928-3260,2026-07-26,817-928-3260,SEC Form ADV Bulk Data,https://adviserinfo.sec.gov/firm/summary/315523,"SEC Form ADV Part 1A Item 5.D client-type classification, CRD 315523",Named principal + firm-level contact,Paul Wesley Keiper,Managing Director,,,,Erin Kaye Keeling,Controller,,,,,,,,"Classified from Form ADV Part 1A Item 5.D client-type/count data only (no website resolution, no LLM) — see dataset/adv_item5d.py for the confirmed column semantics and stated inclusion rule/thresholds. No Schedule A principal parse run for this batch; principal name/title left blank rather than guessed. AUM populated separately from the same record's Item 5.F if present. Targeted SFO enrichment pass (2026-07-26): Schedule A principals added (CRD 315523). Item 1.J/1.K contact employee: blank on filing, same as every other ADV candidate checked in this project. Website/domain/description left blank: Schedule D Section 1.I explicitly states 'No Information Filed' -- the firm has filed no website, not a resolution failure. firm_email/phone for principals not found (no public source located)."
wpa-family-office-llc,"WPA FAMILY OFFICE, LLC",Yes,Multi-Family Office,"Form ADV Part 1A Item 5.D reports 21 High Net Worth Individual client(s), and zero clients in every institutional category (banks, investment companies, BDCs, pension plans, charities, government entities, other advisers, insurers, sovereign wealth funds, corporations) — a client base structurally consistent with a family office, stated directly in the filing itself, independent of the firm's name. 21 HNW clients, within this project's family-office-plausible range -> Multi-Family Office.",C,"Regulatory client-structure corroboration: firm's legal name asserts family-office status; Form ADV Part 1A Item 5.D reports a client base of HNW individuals only, no institutional client categories, within this project's stated client-count ceiling — structurally consistent with that assertion but not independent confirmation of it. Weakest evidence class in this dataset.",,,Could not verify,,,,Could not verify,,,"$175,198,734 (Regulatory AUM per Form ADV Item 5.F, reporting date 02/18/2026; 35 total accounts)",https://adviserinfo.sec.gov/firm/summary/315566,High,DALLAS,TX,United States,wpafamilyoffice.com,https://wpafamilyoffice.com,team@wpafamilyoffice.com,2026-07-26,team@wpafamilyoffice.com,(214) 945-0888,2026-07-26,(214) 945-0888,SEC Form ADV Bulk Data,https://adviserinfo.sec.gov/firm/summary/315566,"SEC Form ADV Part 1A Item 5.D client-type classification, CRD 315566",Firm-level contact only,,,,,,,,,,,,,,,"Classified from Form ADV Part 1A Item 5.D client-type/count data only (no website resolution, no LLM) — see dataset/adv_item5d.py for the confirmed column semantics and stated inclusion rule/thresholds. No Schedule A principal parse run for this batch; principal name/title left blank rather than guessed. AUM populated separately from the same record's Item 5.F if present."
founders-family-office,FOUNDERS FAMILY OFFICE,Yes,Multi-Family Office,"Form ADV Part 1A Item 5.D reports 8 High Net Worth Individual client(s), and zero clients in every institutional category (banks, investment companies, BDCs, pension plans, charities, government entities, other advisers, insurers, sovereign wealth funds, corporations) — a client base structurally consistent with a family office, stated directly in the filing itself, independent of the firm's name. 8 HNW clients, within this project's family-office-plausible range -> Multi-Family Office.",C,"Regulatory client-structure corroboration: firm's legal name asserts family-office status; Form ADV Part 1A Item 5.D reports a client base of HNW individuals only, no institutional client categories, within this project's stated client-count ceiling — structurally consistent with that assertion but not independent confirmation of it. Weakest evidence class in this dataset.",,,Could not verify,,,,Could not verify,,,"$1,116,208,521 (Regulatory AUM per Form ADV Item 5.F, reporting date 03/26/2026; 243 total accounts)",https://adviserinfo.sec.gov/firm/summary/315653,High,MIAMI,FL,United States,www.linkedin.com,https://www.linkedin.com/company/adamo-capital/about/,,,,305 650-2997,2026-07-26,305 650-2997,SEC Form ADV Bulk Data,https://adviserinfo.sec.gov/firm/summary/315653,"SEC Form ADV Part 1A Item 5.D client-type classification, CRD 315653",Firm-level contact only,,,,,,,,,,,,,,,"Classified from Form ADV Part 1A Item 5.D client-type/count data only (no website resolution, no LLM) — see dataset/adv_item5d.py for the confirmed column semantics and stated inclusion rule/thresholds. No Schedule A principal parse run for this batch; principal name/title left blank rather than guessed. AUM populated separately from the same record's Item 5.F if present."
bessemer-trust,Bessemer Trust,Yes,Multi-Family Office,"Affirmative multi-family language found (2026-07-26, Wikipedia full-article pass): 'essemer Trust is a private, independent multi-family office that oversees more than $200 billion fo' -- https://en.wikipedia.org/wiki/Bessemer_Trust. Supersedes the prior Wikidata-P452-only evidence (still true, but this is now the stronger, affirmative third-party description).",B,"Third-party published description: Bessemer Trust's English Wikipedia article opens with 'Bessemer Trust is a private, independent multi-family office that oversees more than $200 billion for over 3,000 families, foundations and endowments.' -- an affirmative, firm-anchored statement (the sentence names the firm directly) of multi-family-office status, not inferred from the Phipps family surname or from 'owned by' language. Fetched via MediaWiki action=query&prop=extracts&explaintext (full article text, not the summary endpoint) and run through the existing deterministic phrase classifier with the firm-anchor requirement intact; it fired cleanly on this sentence.",,,Could not verify,,,,Could not verify,,,,,Could not verify,New York City,,United States,bessemer.com,http://bessemer.com,,,,,,,Wikidata,http://www.wikidata.org/entity/Q4896431,"SPARQL P452 (industry) = Q751314 (family office), item Q4896431","Named principal, no contact","Henry Phipps, Jr.",Founder,,,,,,,,,,,,,Found via a broadened Wikidata search (2026-07-26): the original P31/P279* instance-of-Q751314 query is exhausted at 14/15 items; this one was found instead via P452 (industry) = Q751314. No English Wikipedia sitelink extract pulled for this pass (time-boxed); AUM/description/thesis/sectors/contact not enriched. SFO-vs-MFO subtype genuinely unavailable from this property alone.
mayfair-verm-gensverwaltungs,Mayfair Vermögensverwaltungs,Yes,Single-Family Office,"RECLASSIFIED 2026-07-26 (Pass B, bounded 1-hop crawl): the firm's own homepage/team section states directly: 'MAYFAIR Vermogensverwaltungs SE -- Single Family Office mit uber 20 Jahren Erfahrung' (German: 'Single Family Office with over 20 years of experience'). Firm-anchored (names itself directly), first-party, present-tense, explicit -- not inferred from the Herz family surname or 'owned by' language. Verified via classify() with the firm-anchor requirement intact; the earlier Wikipedia-article pass did not resolve this firm because its English-language article phrasing ('family office of the families of...') did not match the existing regex, but the firm's own website states its subtype explicitly.",,,Wir sind eine Investmentholding mit Sitz in Hamburg. Als Single Family Office mit ca. 50 Mitarbeitern vertritt Mayfair die Vermogensinteressen der Eigentumerfamilie.,https://www.mayfair-hamburg.de,Medium,Wir sind eine Investmentholding mit Sitz in Hamburg. Als Single Family Office mit ca. 50 Mitarbeitern vertritt Mayfair die Vermogensinteressen der Eigentumerfamilie.,,,Could not verify,,,,,Could not verify,Hamburg,,Germany,www.mayfair-hamburg.de,http://www.mayfair-hamburg.de/,info@mayfair-hamburg.de,2026-07-26,mailto: info@mayfair-hamburg.de,+49 40 320 878 0,2026-07-26,tel:+49403208780 | +49 40 320 878 0,Wikidata,http://www.wikidata.org/entity/Q1914459,"SPARQL P452 (industry) = Q751314 (family office), item Q1914459",Named principal + firm-level contact,Gunter Herz,"Owner (per Wikidata P127, 'owned by' -- not an officer/founder claim)",,,,Daniela Herz-Schnoeckel,"Owner (per Wikidata P127, 'owned by' -- not an officer/founder claim)",,,,,,,,"Found via a broadened Wikidata search (2026-07-26): the original P31/P279* instance-of-Q751314 query is exhausted at 14/15 items; this one was found instead via P452 (industry) = Q751314. No English Wikipedia sitelink extract pulled for this pass (time-boxed); AUM/description/thesis/sectors/contact not enriched. SFO-vs-MFO subtype genuinely unavailable from this property alone. Targeted SFO enrichment pass (2026-07-26): bounded 1-hop crawl of the firm's own homepage found a general mailbox (info@mayfair-hamburg.de) and phone (+49 40 320 878 0) in the raw HTML link markup (mailto:/tel: hrefs), both MX/format-validated. A second mailbox (recruiting@mayfair-hamburg.de) was found but not used as firm_email -- role-specific, not general office contact. No ADV/Item 5.F AUM: this is a German entity, not SEC-registered, so no Item 5.F applies -- aum left blank rather than estimated. Principals are Wikidata P127 ('owned by') claims, not P112/P169 (founder/CEO, neither of which this entity carries) -- labelled precisely as ownership, not an operating title, to avoid overstating the evidence."
innovative-family-office-llc,INNOVATIVE FAMILY OFFICE LLC,Yes,Multi-Family Office,"Form ADV Part 1A Item 5.D reports 13 High Net Worth Individual client(s), 263 non-HNW individual client(s), and zero clients in every institutional category (banks, investment companies, BDCs, pension plans, charities, government entities, other advisers, insurers, sovereign wealth funds, corporations) — a client base structurally consistent with a family office, stated directly in the filing itself, independent of the firm's name. 13 HNW clients, within this project's family-office-plausible range -> Multi-Family Office.",C,"Regulatory client-structure corroboration: firm's legal name asserts family-office status; Form ADV Part 1A Item 5.D reports a client base of HNW individuals only, no institutional client categories, within this project's stated client-count ceiling — structurally consistent with that assertion but not independent confirmation of it. Weakest evidence class in this dataset.",,,Could not verify,,,,Could not verify,,,"$65,815,282 (Regulatory AUM per Form ADV Item 5.F, reporting date 04/15/2026; 276 total accounts)",https://adviserinfo.sec.gov/firm/summary/329496,High,SOMERS,NY,United States,www.innovativefo.com,https://www.innovativefo.com/,,,,(914) 427-8036,2026-07-26,(914) 427-8036,SEC Form ADV Bulk Data,https://adviserinfo.sec.gov/firm/summary/329496,"SEC Form ADV Part 1A Item 5.D client-type classification, CRD 329496",Firm-level contact only,,,,,,,,,,,,,,,Classified from Form ADV Part 1A Item 5.D client-type/count data only. No Schedule A principal parse run for this batch; principal name/title left blank rather than guessed. AUM populated separately from Item 5.F if present.
legacy-road-family-offices,LEGACY ROAD FAMILY OFFICES,Yes,Single-Family Office,"Form ADV Part 1A Item 5.D reports 4 High Net Worth Individual client(s), and zero clients in every institutional category (banks, investment companies, BDCs, pension plans, charities, government entities, other advisers, insurers, sovereign wealth funds, corporations) — a client base structurally consistent with a family office, stated directly in the filing itself, independent of the firm's name. 4 HNW client(s) is at or below the form's own 'fewer than 5 clients' threshold -> Single-Family Office.",C,"Regulatory client-structure corroboration: firm's legal name asserts family-office status; Form ADV Part 1A Item 5.D reports a client base of HNW individuals only, no institutional client categories, within this project's stated client-count ceiling — structurally consistent with that assertion but not independent confirmation of it. Weakest evidence class in this dataset.","The mission of Legacy Road is to provide world-class, institutional quality, investment management and family office services designed to meet the diverse needs of professional athletes, entertainers, and exceptionally affluent individuals and families.",http://www.legacyroad.com,Medium,"The mission of Legacy Road is to provide world-class, institutional quality, investment management and family office services designed to meet the diverse needs of professional athletes, entertainers, and exceptionally affluent individuals and families.",,,Could not verify,,,"$117,156,003 (Regulatory AUM per Form ADV Item 5.F, reporting date 03/31/2026; 4 total accounts)",https://adviserinfo.sec.gov/firm/summary/337654,High,LOS ANGELES,CA,United States,legacyroad.com,http://www.legacyroad.com,,,,917-626-1042,2026-07-26,917-626-1042,SEC Form ADV Bulk Data,https://adviserinfo.sec.gov/firm/summary/337654,"SEC Form ADV Part 1A Item 5.D client-type classification, CRD 337654",Named principal + firm-level contact,LAURENCE BOYD RICHARDS,"MANAGING MEMBER, CEO & CCO",,,,,,,,,,,,,"Classified from Form ADV Part 1A Item 5.D client-type/count data only. No Schedule A principal parse run for this batch; principal name/title left blank rather than guessed. AUM populated separately from Item 5.F if present. Targeted SFO enrichment pass (2026-07-26): website corrected from a malformed double-protocol string (https://HTTP://WWW.LEGACYROAD.COM) to http://www.legacyroad.com -- self-disclosed in the firm's own ADV Item 1.I (CRD 337654), confirmed by direct fetch. hq_city/state/country were blank in the CSV; filled from the firm's IAPD office address (previously not pulled). Schedule A principal added. firm_email stays blank: the only addresses found on the site are Wixpress/Sentry telemetry endpoints, not office contacts, same finding as the earlier contact-page pass -- confirmed again, not re-guessed."
paulson-co,Paulson & Co.,Yes,Single-Family Office,"Wikidata P452 (industry) claim: http://www.wikidata.org/entity/Q7155370 wdt:P452 wd:Q751314 (family office) -- direct third-party structured classification, not inferred from name. Corroborated by the entity's own Wikipedia article (English): Since 2020, the firm has operated as a family office managing Paulson's personal wealth -- an explicit, current-tense statement that this is a SINGLE person's/family's own wealth being managed, not a fund taking outside client capital -> Single-Family Office. Historical context (documented, not held against it): founded 1994 as a hedge fund; converted to a family office in 2020 after returning outside investor capital -- the Wikidata/Wikipedia claim describes CURRENT status, not a stale historical label.",,,"Paulson & Co., Inc. is an investment management company based in Palm Beach, Florida, US. Previously, it was a hedge fund established by John Paulson in 1994. Since 2020, the firm has operated as a family office managing Paulson's personal wealth.",https://en.wikipedia.org/wiki/Paulson_%26_Co.,High,"Paulson & Co., Inc. is an investment management company based in Palm Beach, Florida, US. Previously, it was a hedge fund established by John Paulson in 1994. Since 2020, the firm has operated as a family office managing Paulson's personal wealth.",,,Could not verify,,,,,Could not verify,Palm Beach,FL,United States,paulsonco.com,https://www.paulsonco.com,admin@paulsonco.com,2026-07-26,For general inquiries please contact admin@paulsonco.com,,,,Wikidata,http://www.wikidata.org/entity/Q7155370,"SPARQL P452 (industry) = Q751314, verified live against the Wikidata API 2026-07-26; corroborated via English Wikipedia summary API.",Named principal + firm-level contact,John Paulson,Founder,,,,,,,,,,,,,"No firm-level email/phone found via Wikidata or Wikipedia; the 2020 hedge-fund-to-family-office conversion is well documented in financial press but this record relies on Wikidata + Wikipedia only, per this project's evidence-sourcing scope. Wikidata's own P159 (HQ) property claims New York City (Q60), which conflicts with the Wikipedia article's stated current HQ of Palm Beach, FL -- the more specific, current-tense Wikipedia text was used for hq_city/hq_state; the discrepancy is disclosed rather than silently resolved. Targeted SFO enrichment pass (2026-07-26): bounded 1-hop crawl of paulsonco.com found two firm mailboxes -- admin@paulsonco.com ('general inquiries') and media@paulsonco.com ('media inquiries') -- both MX-validated. admin@ used as firm_email (general office contact); media@ found but not used (role-specific). Two unrelated addresses also present in the page's raw markup (impallari@gmail.com, sebastian@aldusleaf.org) are font-foundry attribution emails embedded in the site's CSS/font loader, not the firm's -- excluded. No phone found on the site. No AUM: Paulson & Co. is not SEC-ADV-registered as a family office (converted from a registered hedge fund in 2020), so no Item 5.F applies -- left blank rather than estimated."
triedge-investments,TriEdge Investments,Yes,Subtype unconfirmed,"No affirmative single- or multi-family subtype language available -- Wikidata P452 (industry) claim states this entity's industry IS family office (Q751314), a direct third-party structured classification, not inferred from name. SFO/MFO subtype not separately claimed by this property.",A,"Wikidata item http://www.wikidata.org/entity/Q139861519 carries P452 (industry) = Q751314 (family office) -- a direct, third-party structured classification claim, found via the same broadened SPARQL query on P452 used for Bessemer Trust and Mayfair. Real corroborating properties beyond name/city: founding date (2024), country (US), website (triedgeinvestments.com), and a linked founder/CEO entity (P169/P112, same person) -- not a bare stub. No English Wikipedia article exists for independent corroboration.","Global family office investing across healthcare, financial services, cybersecurity, defense technology and beyond.",http://www.wikidata.org/entity/Q139861519,Medium,"Global family office investing across healthcare, financial services, cybersecurity, defense technology and beyond.",,,Could not verify,,,,,Could not verify,New York,NY,United States,triedgeinvestments.com,https://www.triedgeinvestments.com/,,,,,,,Wikidata,http://www.wikidata.org/entity/Q139861519,"SPARQL P452 (industry) = Q751314, verified live against the Wikidata API 2026-07-26.",No reachable contact,,,,,,,,,,,,,,,"Founded 2024 (very recent entity, Wikidata P571 date lacks month/day precision). No English Wikipedia article for independent corroboration -- Wikidata claims only. Founder/CEO (P112/P169) both point to the same linked person entity but that person's name/contact was not separately verified in this pass."
eagle-bay-family-office,EAGLE BAY FAMILY OFFICE,Yes,Multi-Family Office,"Form ADV Part 1A Item 5.D reports 37 High Net Worth Individual client(s), 13 non-HNW individual client(s), and zero clients in every institutional category (banks, investment companies, BDCs, pension plans, charities, government entities, other advisers, insurers, sovereign wealth funds, corporations) -- a client base structurally consistent with a family office, stated directly in the filing itself, independent of the firm's name. 37 HNW clients, within this project's family-office-plausible range -> Multi-Family Office.",C,"Regulatory client-structure corroboration: firm's legal name asserts family-office status; Form ADV Part 1A Item 5.D reports a client base of HNW individuals only, no institutional client categories, within this project's stated client-count ceiling -- structurally consistent with that assertion but not independent confirmation of it. Weakest evidence class in this dataset.",Prudently preserving and growing our clients wealth for generations to come...,https://www.eaglebayfamilyoffice.com,Medium,Prudently preserving and growing our clients wealth for generations to come...,,,Could not verify,,,"$680,792,794 (Regulatory AUM per Form ADV Item 5.F, reporting date 04/15/2026; 475 total accounts)",https://adviserinfo.sec.gov/firm/summary/281675,High,NEW YORK,NY,United States,eaglebayfamilyoffice.com,https://www.eaglebayfamilyoffice.com,,,,212-634-7879,,212-634-7879,SEC Form ADV Bulk Data,https://adviserinfo.sec.gov/firm/summary/281675,"SEC Form ADV bulk roster, CRD 281675; classified via Part 1A Item 5.D client-type data.",Named principal + direct contact for that principal,MICHAEL DAVID NELSON,CHIEF EXECUTIVE OFFICER,michael@eaglebayadvisors.com,,,DAVID LOUIS CLEARY NEUBERT,PARTNER,,,,,,,,"RESTORED 2026-07-26: dropped in an earlier pass for source-cap arithmetic only (ADV concentration), not for failing any evidentiary test -- re-added once 2 non-ADV qualifiers (Paulson & Co., TriEdge Investments) freed the ADV budget back to 25 slots. michael@eaglebayadvisors.com found via contact-page pass and confirmed via Schedule A (Michael David Nelson, CEO) and Item 1.I of the firm's own ADV filing, which lists eaglebayadvisors.com as a firm-controlled secondary domain alongside eaglebayfamilyoffice.com -- populated as the CEO's own work_email (named-principal contact), not firm_email (general office contact), since it is a personal, not role-based, mailbox."
custos-family-office-llc,CUSTOS FAMILY OFFICE LLC,Yes,Multi-Family Office,"Form ADV Part 1A Item 5.D reports 46 High Net Worth Individual client(s), 21 non-HNW individual client(s), and zero clients in every institutional category (banks, investment companies, BDCs, pension plans, charities, government entities, other advisers, insurers, sovereign wealth funds, corporations) -- a client base structurally consistent with a family office, stated directly in the filing itself, independent of the firm's name. 46 HNW clients, within this project's family-office-plausible range -> Multi-Family Office.",C,"Regulatory client-structure corroboration: firm's legal name asserts family-office status; Form ADV Part 1A Item 5.D reports a client base of HNW individuals only, no institutional client categories, within this project's stated client-count ceiling -- structurally consistent with that assertion but not independent confirmation of it. Weakest evidence class in this dataset.",,,Could not verify,,,,Could not verify,,,"$346,555,336 (Regulatory AUM per Form ADV Item 5.F, reporting date 04/07/2026; 229 total accounts)",https://adviserinfo.sec.gov/firm/summary/294025,High,AUSTIN,TX,United States,custosfo.com,https://www.custosfo.com,,,,303-578-7024,,303-578-7024,SEC Form ADV Bulk Data,https://adviserinfo.sec.gov/firm/summary/294025,"SEC Form ADV bulk roster, CRD 294025; classified via Part 1A Item 5.D client-type data.",Named principal + firm-level contact,MITCHELL JOHN HERR,CHIEF COMPLIANCE OFFICER,,,,,,,,,,,,,"RESTORED 2026-07-26: dropped in an earlier pass for source-cap arithmetic only, not for failing any evidentiary test -- re-added once 2 non-ADV qualifiers freed the ADV budget back to 25 slots. Website (custosfo.com) fetched empty on re-check (likely JS-rendered); no additional website-based classification signal beyond Item 5.D."
